VS,Match Id,Bowling,O,Teaminnings,M,R,W,ECON,0s,4s,6s,WD,NB
Pakistan VS Zimbabwe,ODI # 3620,Sean Williams,10,Pakistan,1,48,2,4.80,30,4,0,1,0
Pakistan VS Zimbabwe,ODI # 3620,Hamilton Masakadza,3,Pakistan,0,14,0,4.66,10,2,0,0,0
Pakistan VS Zimbabwe,ODI # 3620,Elton Chigumbura,1,Pakistan,0,7,0,7.00,3,0,0,4,0
Pakistan VS Zimbabwe,ODI # 3620,Sikandar Raza,7,Pakistan,0,34,1,4.85,17,0,0,0,0
Pakistan VS Zimbabwe,ODI # 3620,Solomon Mire,1,Pakistan,0,9,0,9.00,1,1,0,1,0
Pakistan VS Zimbabwe,ODI # 3620,Mohammad Irfan,10,Zimbabwe,2,30,4,3.00,47,2,0,3,0
Pakistan VS Zimbabwe,ODI # 3620,Sohail Khan,10,Zimbabwe,0,45,0,4.50,36,6,0,0,0
Pakistan VS Zimbabwe,ODI # 3620,Rahat Ali,10,Zimbabwe,0,37,1,3.70,38,2,0,4,1
Pakistan VS Zimbabwe,ODI # 3620,Wahab Riaz,9.4,Zimbabwe,1,45,4,4.65,39,4,0,2,0
Pakistan VS Zimbabwe,ODI # 3620,Shahid Afridi,10,Zimbabwe,1,53,0,5.30,31,5,0,0,0
England VS Sri Lanka,ODI # 3619,Lasith Malinga,10,England,0,63,1,6.30,30,10,0,2,0
England VS Sri Lanka,ODI # 3619,Suranga Lakmal,7.4,England,0,71,1,9.26,25,11,1,2,2
England VS Sri Lanka,ODI # 3619,Angelo Mathews,10,England,1,43,1,4.30,38,4,1,1,0
England VS Sri Lanka,ODI # 3619,Tillakaratne Dilshan,8.2,England,0,35,1,4.20,24,1,1,0,0
England VS Sri Lanka,ODI # 3619,Rangana Herath,5.5,England,0,35,1,6.00,10,3,0,0,0
England VS Sri Lanka,ODI # 3619,Thisara Perera,8.1,England,0,55,1,6.73,24,6,2,0,0
England VS Sri Lanka,ODI # 3619,James Anderson,8,Sri Lanka,0,48,0,6.00,23,6,0,0,0
England VS Sri Lanka,ODI # 3619,Stuart Broad,10,Sri Lanka,1,67,0,6.70,27,6,2,1,0
England VS Sri Lanka,ODI # 3619,Chris Woakes,9.2,Sri Lanka,0,72,0,7.71,20,9,1,1,0
England VS Sri Lanka,ODI # 3619,Steven Finn,8,Sri Lanka,0,54,0,6.75,19,4,2,1,0
England VS Sri Lanka,ODI # 3619,Moeen Ali,10,Sri Lanka,0,50,1,5.00,25,2,1,0,0
England VS Sri Lanka,ODI # 3619,Joe Root,2,Sri Lanka,0,12,0,6.00,3,1,0,0,0
India VS U.A.E.,ODI # 3618,Bhuvneshwar Kumar,5,United Arab Emirates,0,19,1,3.80,21,2,0,2,0
India VS U.A.E.,ODI # 3618,Umesh Yadav,6.3,United Arab Emirates,2,15,2,2.30,33,2,0,3,0
India VS U.A.E.,ODI # 3618,Ravichandran Ashwin,10,United Arab Emirates,1,25,4,2.50,44,1,0,1,0
India VS U.A.E.,ODI # 3618,Mohit Sharma,5,United Arab Emirates,1,16,1,3.20,23,2,0,2,0
India VS U.A.E.,ODI # 3618,Ravindra Jadeja,5,United Arab Emirates,0,23,2,4.60,22,3,1,0,0
India VS U.A.E.,ODI # 3618,Mohammad Naveed,5,India,0,35,1,7.00,19,8,0,0,0
India VS U.A.E.,ODI # 3618,Manjula Guruge,6,India,1,19,0,3.16,29,2,1,0,0
India VS U.A.E.,ODI # 3618,Amjad Javed,2,India,0,12,0,6.00,6,2,0,0,0
India VS U.A.E.,ODI # 3618,Krishna Chandran,3,India,0,17,0,5.66,8,2,0,0,0
India VS U.A.E.,ODI # 3618,Mohammad Tauqir,2.5,India,0,21,0,7.41,8,4,0,0,0
New Zealand VS Australia,ODI # 3617,Tim Southee,9,Australia,0,65,2,7.22,29,7,1,4,0
New Zealand VS Australia,ODI # 3617,Trent Boult,10,Australia,3,27,5,2.70,46,1,1,2,0
New Zealand VS Australia,ODI # 3617,Daniel Vettori,10,Australia,0,41,2,4.10,33,2,1,0,0
New Zealand VS Australia,ODI # 3617,Adam Milne,3,Australia,0,6,0,2.00,15,1,0,0,0
New Zealand VS Australia,ODI # 3617,Corey Anderson,0.2,Australia,0,6,1,18.00,1,0,1,0,0
New Zealand VS Australia,ODI # 3617,Mitchell Johnson,6,New Zealand,1,68,0,11.33,18,9,4,0,1
New Zealand VS Australia,ODI # 3617,Mitchell Starc,9,New Zealand,0,28,6,3.11,42,2,1,4,0
New Zealand VS Australia,ODI # 3617,Pat Cummins,6.1,New Zealand,0,38,2,6.16,22,2,1,2,0
New Zealand VS Australia,ODI # 3617,Mitchell Marsh,1,New Zealand,0,11,0,11.00,2,2,0,0,0
New Zealand VS Australia,ODI # 3617,Glenn Maxwell,1,New Zealand,0,7,1,7.00,4,0,1,0,0
South Africa VS West Indies,ODI # 3616,Jerome Taylor,8,South Africa,1,64,0,8.00,22,6,1,2,1
South Africa VS West Indies,ODI # 3616,Jason Holder,10,South Africa,2,104,1,10.40,27,8,6,2,2
South Africa VS West Indies,ODI # 3616,Andre Russell,9,South Africa,0,74,2,8.22,19,5,2,1,0
South Africa VS West Indies,ODI # 3616,Marlon Samuels,2,South Africa,0,14,0,7.00,3,1,0,0,0
South Africa VS West Indies,ODI # 3616,Sulieman Benn,10,South Africa,0,79,0,7.90,15,7,1,1,0
South Africa VS West Indies,ODI # 3616,Daren Sammy,7,South Africa,0,50,0,7.14,12,3,1,0,0
South Africa VS West Indies,ODI # 3616,Chris Gayle,4,South Africa,0,21,2,5.25,9,0,0,3,0
South Africa VS West Indies,ODI # 3616,Dale Steyn,7,West Indies,0,24,1,3.42,32,0,2,2,0
South Africa VS West Indies,ODI # 3616,Kyle Abbott,8,West Indies,0,37,2,4.62,31,6,0,1,0
South Africa VS West Indies,ODI # 3616,Morne Morkel,5.1,West Indies,0,23,2,4.45,20,3,0,0,0
South Africa VS West Indies,ODI # 3616,Imran Tahir,10,West Indies,2,45,5,4.50,37,2,3,0,0
South Africa VS West Indies,ODI # 3616,Faf du Plessis,3,West Indies,0,17,0,5.66,7,1,0,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Mashrafe Mortaza,10,Sri Lanka,0,53,0,5.30,34,6,0,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Rubel Hossain,9,Sri Lanka,0,62,1,6.88,23,4,1,5,0
Bangladesh VS Sri Lanka,ODI # 3615,Taskin Ahmed,10,Sri Lanka,1,82,0,8.20,24,13,0,2,0
Bangladesh VS Sri Lanka,ODI # 3615,Shakib Al Hasan,10,Sri Lanka,0,55,0,5.50,30,6,0,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Mahmudullah,7,Sri Lanka,0,49,0,7.00,15,7,0,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Sabbir Rahman,4,Sri Lanka,0,26,0,6.50,8,2,0,1,0
Bangladesh VS Sri Lanka,ODI # 3615,Lasith Malinga,9,Bangladesh,0,35,3,3.88,34,4,0,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Suranga Lakmal,8,Bangladesh,0,49,2,6.12,24,6,0,2,0
Bangladesh VS Sri Lanka,ODI # 3615,Angelo Mathews,5.4,Bangladesh,0,36,1,6.35,18,4,1,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Rangana Herath,10,Bangladesh,0,43,0,4.30,37,4,1,0,0
Bangladesh VS Sri Lanka,ODI # 3615,Thisara Perera,6.2,Bangladesh,0,33,1,5.21,18,3,0,1,0
Bangladesh VS Sri Lanka,ODI # 3615,Tillakaratne Dilshan,8,Bangladesh,0,35,2,4.37,28,2,1,3,0
Afghanistan VS Scotland,ODI # 3614,Shapoor Zadran,10,Scotland,1,38,4,3.80,41,4,0,2,1
Afghanistan VS Scotland,ODI # 3614,Dawlat Zadran,10,Scotland,1,29,3,2.90,48,4,0,2,0
Afghanistan VS Scotland,ODI # 3614,Hamid Hassan,10,Scotland,1,32,1,3.20,45,5,0,0,0
Afghanistan VS Scotland,ODI # 3614,Gulbadin Naib,9,Scotland,0,53,1,5.88,31,8,0,2,0
Afghanistan VS Scotland,ODI # 3614,Mohammad Nabi,10,Scotland,0,38,1,3.80,34,1,0,2,0
Afghanistan VS Scotland,ODI # 3614,Javed Ahmadi,1,Scotland,0,8,0,8.00,2,0,0,0,0
Afghanistan VS Scotland,ODI # 3614,Iain Wardlaw,9.3,Afghanistan,0,61,0,6.42,29,9,0,2,1
Afghanistan VS Scotland,ODI # 3614,Josh Davey,10,Afghanistan,1,34,2,3.40,45,4,1,1,0
Afghanistan VS Scotland,ODI # 3614,Alasdair Evans,10,Afghanistan,1,30,2,3.00,45,3,0,4,0
Afghanistan VS Scotland,ODI # 3614,Majid Haq,10,Afghanistan,0,45,1,4.50,41,1,4,1,0
Afghanistan VS Scotland,ODI # 3614,Richie Berrington,10,Afghanistan,0,40,4,4.00,37,4,0,2,0
Ireland VS U.A.E.,ODI # 3613,John Mooney,6,United Arab Emirates,0,32,0,5.33,22,2,0,2,1
Ireland VS U.A.E.,ODI # 3613,Max Sorensen,10,United Arab Emirates,0,60,2,6.00,26,6,0,0,0
Ireland VS U.A.E.,ODI # 3613,Alex Cusack,10,United Arab Emirates,0,54,2,5.40,36,6,0,3,0
Ireland VS U.A.E.,ODI # 3613,Paul Stirling,10,United Arab Emirates,0,27,2,2.70,41,1,0,1,0
Ireland VS U.A.E.,ODI # 3613,Kevin O'Brien,7,United Arab Emirates,0,61,2,8.71,16,7,0,4,0
Ireland VS U.A.E.,ODI # 3613,George Dockrell,7,United Arab Emirates,0,39,1,5.57,22,3,1,1,0
Ireland VS U.A.E.,ODI # 3613,Mohammad Naveed,9.2,Ireland,1,65,2,6.96,27,9,0,0,1
Ireland VS U.A.E.,ODI # 3613,Manjula Guruge,7,Ireland,0,21,1,3.00,29,0,0,1,0
Ireland VS U.A.E.,ODI # 3613,Amjad Javed,10,Ireland,0,60,3,6.00,32,6,2,0,0
Ireland VS U.A.E.,ODI # 3613,Mohammad Tauqir,9,Ireland,0,38,2,4.22,31,3,0,0,1
Ireland VS U.A.E.,ODI # 3613,Rohan Mustafa,9,Ireland,0,45,0,5.00,21,2,0,0,0
Ireland VS U.A.E.,ODI # 3613,Krishna Chandran,5,Ireland,0,43,0,8.60,7,5,0,1,0
West Indies VS Zimbabwe,ODI # 3612,Tinashe Panyangara,9,West Indies,0,82,1,9.11,26,6,4,4,2
West Indies VS Zimbabwe,ODI # 3612,Tendai Chatara,9.4,West Indies,0,74,0,7.65,28,8,2,0,2
West Indies VS Zimbabwe,ODI # 3612,Sean Williams,5,West Indies,0,48,0,9.60,8,1,4,1,0
West Indies VS Zimbabwe,ODI # 3612,Elton Chigumbura,7,West Indies,0,44,0,6.28,26,2,2,6,1
West Indies VS Zimbabwe,ODI # 3612,Sikandar Raza,10,West Indies,1,45,0,4.50,31,1,1,4,0
West Indies VS Zimbabwe,ODI # 3612,Tafadzwa Kamungozi,3,West Indies,0,37,0,12.33,7,2,4,0,0
West Indies VS Zimbabwe,ODI # 3612,Hamilton Masakadza,6.2,West Indies,0,39,1,6.15,13,1,2,0,0
West Indies VS Zimbabwe,ODI # 3612,Jerome Taylor,10,Zimbabwe,0,38,3,3.80,35,1,0,5,0
West Indies VS Zimbabwe,ODI # 3612,Jason Holder,7,Zimbabwe,0,48,3,6.85,20,6,1,1,0
West Indies VS Zimbabwe,ODI # 3612,Nikita Miller,6.3,Zimbabwe,0,48,1,7.38,16,5,1,2,0
West Indies VS Zimbabwe,ODI # 3612,Marlon Samuels,9,Zimbabwe,0,59,1,6.55,20,7,0,0,0
West Indies VS Zimbabwe,ODI # 3612,Andre Russell,5,Zimbabwe,0,44,0,8.80,10,5,0,2,2
West Indies VS Zimbabwe,ODI # 3612,Daren Sammy,1,Zimbabwe,0,8,0,8.00,2,1,0,0,0
West Indies VS Zimbabwe,ODI # 3612,Chris Gayle,6,Zimbabwe,0,35,2,5.83,19,3,1,2,0
England VS Scotland,ODI # 3611,Iain Wardlaw,10,England,1,60,1,6.00,33,5,2,2,0
England VS Scotland,ODI # 3611,Josh Davey,10,England,0,68,4,6.80,32,7,1,9,0
England VS Scotland,ODI # 3611,Alasdair Evans,10,England,1,46,1,4.60,35,5,0,2,0
England VS Scotland,ODI # 3611,Majid Haq,10,England,0,51,1,5.10,29,0,2,0,1
England VS Scotland,ODI # 3611,Richie Berrington,5,England,0,43,1,8.60,11,5,1,2,0
England VS Scotland,ODI # 3611,Matt Machan,2,England,0,11,0,5.50,2,0,0,0,0
England VS Scotland,ODI # 3611,Kyle Coetzer,3,England,0,19,0,6.33,5,0,1,0,0
England VS Scotland,ODI # 3611,James Anderson,6,Scotland,0,30,2,5.00,24,5,0,0,0
England VS Scotland,ODI # 3611,Stuart Broad,7,Scotland,0,24,0,3.42,29,3,0,1,0
England VS Scotland,ODI # 3611,Chris Woakes,5.2,Scotland,0,25,2,4.68,25,6,0,0,0
England VS Scotland,ODI # 3611,Steven Finn,9,Scotland,3,26,3,2.88,38,3,0,0,0
England VS Scotland,ODI # 3611,Moeen Ali,10,Scotland,0,47,2,4.70,28,4,0,0,0
England VS Scotland,ODI # 3611,Joe Root,5,Scotland,0,27,1,5.40,9,1,0,1,0
India VS South Africa,ODI # 3610,Dale Steyn,10,India,1,55,1,5.50,36,6,2,0,0
India VS South Africa,ODI # 3610,Vernon Philander,4,India,1,19,0,4.75,15,3,0,0,0
India VS South Africa,ODI # 3610,Jean-Paul Duminy,7,India,0,39,0,5.57,17,3,0,1,0
India VS South Africa,ODI # 3610,Morne Morkel,10,India,0,59,2,5.90,29,6,1,0,0
India VS South Africa,ODI # 3610,Imran Tahir,10,India,0,48,1,4.80,26,2,1,1,0
India VS South Africa,ODI # 3610,Wayne Parnell,9,India,0,85,1,9.44,21,11,1,4,2
India VS South Africa,ODI # 3610,Umesh Yadav,6,South Africa,0,34,0,5.66,20,4,0,1,0
India VS South Africa,ODI # 3610,Mohammed Shami,8,South Africa,1,30,2,3.75,30,2,0,2,0
India VS South Africa,ODI # 3610,Mohit Sharma,7,South Africa,0,31,2,4.42,25,3,0,2,0
India VS South Africa,ODI # 3610,Ravindra Jadeja,8.2,South Africa,0,37,1,4.44,22,2,0,1,0
India VS South Africa,ODI # 3610,Ravichandran Ashwin,10,South Africa,0,41,3,4.10,34,4,0,0,0
India VS South Africa,ODI # 3610,Suresh Raina,1,South Africa,0,3,0,3.00,3,0,0,0,0
Afghanistan VS Sri Lanka,ODI # 3609,Lasith Malinga,9.4,Afghanistan,1,41,3,4.24,44,6,0,5,1
Afghanistan VS Sri Lanka,ODI # 3609,Suranga Lakmal,10,Afghanistan,1,36,2,3.60,40,2,1,2,0
Afghanistan VS Sri Lanka,ODI # 3609,Angelo Mathews,7,Afghanistan,0,41,3,5.85,23,3,1,2,0
Afghanistan VS Sri Lanka,ODI # 3609,Thisara Perera,10,Afghanistan,0,54,1,5.40,33,5,2,1,0
Afghanistan VS Sri Lanka,ODI # 3609,Rangana Herath,10,Afghanistan,0,41,1,4.10,36,3,1,1,0
Afghanistan VS Sri Lanka,ODI # 3609,Jeevan Mendis,3,Afghanistan,0,13,0,4.33,9,1,0,0,0
Afghanistan VS Sri Lanka,ODI # 3609,Dawlat Zadran,9,Sri Lanka,0,44,1,4.88,31,2,2,1,0
Afghanistan VS Sri Lanka,ODI # 3609,Shapoor Zadran,10,Sri Lanka,1,48,1,4.80,33,5,0,0,0
Afghanistan VS Sri Lanka,ODI # 3609,Hamid Hassan,9,Sri Lanka,0,45,3,5.00,30,5,0,0,1
Afghanistan VS Sri Lanka,ODI # 3609,Mirwais Ashraf,8.1,Sri Lanka,0,31,0,3.79,29,3,0,0,0
Afghanistan VS Sri Lanka,ODI # 3609,Mohammad Nabi,5.2,Sri Lanka,0,28,0,5.25,12,1,0,1,0
Afghanistan VS Sri Lanka,ODI # 3609,Asghar Afghan,0.5,Sri Lanka,0,6,0,7.20,2,1,0,0,0
Afghanistan VS Sri Lanka,ODI # 3609,Samiullah Shinwari,6,Sri Lanka,0,32,0,5.33,15,3,0,0,0
Pakistan VS West Indies,ODI # 3608,Mohammad Irfan,10,West Indies,0,44,1,4.40,33,5,0,1,0
Pakistan VS West Indies,ODI # 3608,Sohail Khan,10,West Indies,1,73,1,7.30,32,6,4,0,1
Pakistan VS West Indies,ODI # 3608,Shahid Afridi,10,West Indies,0,48,0,4.80,31,2,1,1,0
Pakistan VS West Indies,ODI # 3608,Haris Sohail,9,West Indies,0,62,2,6.88,22,8,1,0,0
Pakistan VS West Indies,ODI # 3608,Wahab Riaz,10,West Indies,0,67,1,6.70,30,6,1,4,0
Pakistan VS West Indies,ODI # 3608,Sohaib Maqsood,1,West Indies,0,8,0,8.00,2,1,0,0,0
Pakistan VS West Indies,ODI # 3608,Jerome Taylor,7,Pakistan,1,15,3,2.14,32,0,0,2,0
Pakistan VS West Indies,ODI # 3608,Jason Holder,7,Pakistan,2,23,1,3.28,33,4,0,1,0
Pakistan VS West Indies,ODI # 3608,Andre Russell,8,Pakistan,2,33,3,4.12,32,3,1,2,0
Pakistan VS West Indies,ODI # 3608,Daren Sammy,8,Pakistan,0,47,1,5.87,27,6,1,0,0
Pakistan VS West Indies,ODI # 3608,Sulieman Benn,9,Pakistan,0,39,2,4.33,29,1,0,0,1
New Zealand VS England,ODI # 3607,Tim Southee,9,England,0,33,7,3.66,38,4,0,3,0
New Zealand VS England,ODI # 3607,Trent Boult,10,England,2,32,1,3.20,39,1,0,1,0
New Zealand VS England,ODI # 3607,Adam Milne,5.2,England,1,25,1,4.68,21,3,0,2,0
New Zealand VS England,ODI # 3607,Daniel Vettori,7,England,0,19,1,2.71,25,0,0,0,0
New Zealand VS England,ODI # 3607,Corey Anderson,2,England,0,8,0,4.00,8,1,0,1,0
New Zealand VS England,ODI # 3607,James Anderson,5,New Zealand,0,37,0,7.40,16,5,0,3,0
New Zealand VS England,ODI # 3607,Stuart Broad,2.2,New Zealand,0,27,0,11.57,7,3,1,1,0
New Zealand VS England,ODI # 3607,Steven Finn,2,New Zealand,0,49,0,24.50,2,3,6,0,0
New Zealand VS England,ODI # 3607,Chris Woakes,3,New Zealand,1,8,2,2.66,16,2,0,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Tinashe Panyangara,9,United Arab Emirates,0,66,0,7.33,29,8,2,5,0
U.A.E. VS Zimbabwe,ODI # 3606,Tendai Chatara,10,United Arab Emirates,1,42,3,4.20,41,2,2,3,1
U.A.E. VS Zimbabwe,ODI # 3606,Solomon Mire,8,United Arab Emirates,0,39,2,4.87,30,6,0,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Tafadzwa Kamungozi,10,United Arab Emirates,0,53,0,5.30,33,8,0,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Elton Chigumbura,1,United Arab Emirates,0,12,0,12.00,3,1,0,2,0
U.A.E. VS Zimbabwe,ODI # 3606,Sean Williams,8,United Arab Emirates,0,43,2,5.37,19,3,0,1,0
U.A.E. VS Zimbabwe,ODI # 3606,Sikandar Raza,3,United Arab Emirates,0,11,0,3.66,10,1,0,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Hamilton Masakadza,1,United Arab Emirates,0,9,0,9.00,1,1,0,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Mohammad Naveed,10,Zimbabwe,1,60,1,6.00,34,6,1,4,0
U.A.E. VS Zimbabwe,ODI # 3606,Amjad Javed,9,Zimbabwe,0,49,1,5.44,33,7,0,5,0
U.A.E. VS Zimbabwe,ODI # 3606,Nasir Aziz,10,Zimbabwe,0,53,1,5.30,30,3,1,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Mohammad Tauqir,9,Zimbabwe,0,51,2,5.66,26,5,1,1,0
U.A.E. VS Zimbabwe,ODI # 3606,Krishna Chandran,9,Zimbabwe,0,59,1,6.55,22,4,2,0,0
U.A.E. VS Zimbabwe,ODI # 3606,Rohan Mustafa,1,Zimbabwe,0,8,0,8.00,2,1,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Hamid Hassan,10,Bangladesh,0,61,2,6.10,32,7,1,1,0
Afghanistan VS Bangladesh,ODI # 3605,Shapoor Zadran,7,Bangladesh,1,20,2,2.85,30,2,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Aftab Alam,9,Bangladesh,0,55,2,6.11,28,5,1,3,0
Afghanistan VS Bangladesh,ODI # 3605,Mirwais Ashraf,9,Bangladesh,3,32,2,3.55,40,2,1,1,0
Afghanistan VS Bangladesh,ODI # 3605,Mohammad Nabi,9,Bangladesh,0,58,1,6.44,17,5,0,1,0
Afghanistan VS Bangladesh,ODI # 3605,Javed Ahmadi,4.5,Bangladesh,0,32,0,6.62,9,3,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Samiullah Shinwari,1.1,Bangladesh,0,2,0,1.71,5,0,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Mashrafe Mortaza,9,Afghanistan,2,20,3,2.22,43,3,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Rubel Hossain,6,Afghanistan,0,27,1,4.50,22,2,0,1,0
Afghanistan VS Bangladesh,ODI # 3605,Taskin Ahmed,7,Afghanistan,0,23,1,3.28,25,2,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Shakib Al Hasan,8.5,Afghanistan,0,43,2,4.86,30,2,2,0,0
Afghanistan VS Bangladesh,ODI # 3605,Mahmudullah,8,Afghanistan,1,31,1,3.87,26,2,0,1,0
Afghanistan VS Bangladesh,ODI # 3605,Soumya Sarkar,3,Afghanistan,0,13,0,4.33,8,0,0,0,0
Afghanistan VS Bangladesh,ODI # 3605,Sabbir Rahman,1,Afghanistan,0,4,0,4.00,3,0,0,0,0
New Zealand VS Scotland,ODI # 3604,Tim Southee,8,Scotland,3,35,2,4.37,33,5,1,0,0
New Zealand VS Scotland,ODI # 3604,Trent Boult,6,Scotland,1,21,2,3.50,29,3,0,4,0
New Zealand VS Scotland,ODI # 3604,Adam Milne,7,Scotland,0,32,0,4.57,25,3,0,1,0
New Zealand VS Scotland,ODI # 3604,Daniel Vettori,8.2,Scotland,1,24,3,2.88,32,0,1,0,0
New Zealand VS Scotland,ODI # 3604,Grant Elliott,2,Scotland,0,11,0,5.50,4,1,0,0,0
New Zealand VS Scotland,ODI # 3604,Corey Anderson,5,Scotland,1,18,3,3.60,21,2,0,0,0
New Zealand VS Scotland,ODI # 3604,Iain Wardlaw,9.5,New Zealand,0,57,3,5.79,38,10,0,1,0
New Zealand VS Scotland,ODI # 3604,Rob Taylor,4,New Zealand,0,27,0,6.75,11,4,0,2,0
New Zealand VS Scotland,ODI # 3604,Josh Davey,7,New Zealand,0,40,3,5.71,25,6,0,2,0
New Zealand VS Scotland,ODI # 3604,Majid Haq,4,New Zealand,0,21,1,5.25,12,3,0,0,0
Ireland VS West Indies,ODI # 3603,John Mooney,7,West Indies,1,59,1,8.42,18,7,2,3,0
Ireland VS West Indies,ODI # 3603,Max Sorensen,8,West Indies,0,64,1,8.00,20,5,3,1,0
Ireland VS West Indies,ODI # 3603,Andy McBrine,10,West Indies,1,26,0,2.60,41,2,0,0,0
Ireland VS West Indies,ODI # 3603,Kevin O'Brien,9,West Indies,0,71,1,7.88,31,8,4,3,0
Ireland VS West Indies,ODI # 3603,George Dockrell,10,West Indies,0,50,3,5.00,38,4,2,1,0
Ireland VS West Indies,ODI # 3603,Paul Stirling,6,West Indies,0,33,0,5.50,18,2,1,1,0
Ireland VS West Indies,ODI # 3603,Jason Holder,9,Ireland,1,44,0,4.88,33,5,0,2,0
Ireland VS West Indies,ODI # 3603,Kemar Roach,6,Ireland,0,52,0,8.66,15,6,2,1,0
Ireland VS West Indies,ODI # 3603,Jerome Taylor,8.5,Ireland,0,71,3,8.03,26,10,2,1,0
Ireland VS West Indies,ODI # 3603,Andre Russell,6,Ireland,0,33,0,5.50,17,2,1,1,0
Ireland VS West Indies,ODI # 3603,Chris Gayle,8,Ireland,0,41,1,5.12,20,3,0,0,0
Ireland VS West Indies,ODI # 3603,Daren Sammy,3,Ireland,0,25,0,8.33,7,3,1,0,0
Ireland VS West Indies,ODI # 3603,Marlon Samuels,4,Ireland,0,25,1,6.25,10,3,0,0,0
Ireland VS West Indies,ODI # 3603,Lendl Simmons,1,Ireland,0,12,0,12.00,0,2,0,0,0
India VS Pakistan,ODI # 3602,Mohammad Irfan,10,India,0,58,0,5.80,31,6,1,2,1
India VS Pakistan,ODI # 3602,Sohail Khan,10,India,0,55,5,5.50,32,6,1,1,0
India VS Pakistan,ODI # 3602,Shahid Afridi,8,India,0,50,0,6.25,12,1,1,0,0
India VS Pakistan,ODI # 3602,Wahab Riaz,10,India,0,49,1,4.90,23,3,0,0,0
India VS Pakistan,ODI # 3602,Yasir Shah,8,India,0,60,0,7.50,14,6,1,0,0
India VS Pakistan,ODI # 3602,Haris Sohail,4,India,0,26,0,6.50,9,1,1,0,0
India VS Pakistan,ODI # 3602,Umesh Yadav,10,Pakistan,0,50,2,5.00,37,7,0,5,0
India VS Pakistan,ODI # 3602,Mohammed Shami,9,Pakistan,1,35,4,3.88,38,4,0,4,0
India VS Pakistan,ODI # 3602,Mohit Sharma,9,Pakistan,0,35,2,3.88,33,2,0,0,1
India VS Pakistan,ODI # 3602,Suresh Raina,1,Pakistan,0,6,0,6.00,2,0,0,0,0
India VS Pakistan,ODI # 3602,Ravichandran Ashwin,8,Pakistan,3,41,1,5.12,30,5,1,1,0
India VS Pakistan,ODI # 3602,Ravindra Jadeja,10,Pakistan,0,56,1,5.60,28,4,1,0,0
South Africa VS Zimbabwe,ODI # 3601,Tinashe Panyangara,10,South Africa,2,73,1,7.30,29,5,4,3,0
South Africa VS Zimbabwe,ODI # 3601,Tendai Chatara,10,South Africa,1,71,1,7.10,29,6,2,3,1
South Africa VS Zimbabwe,ODI # 3601,Solomon Mire,6,South Africa,0,61,0,10.16,11,5,3,2,0
South Africa VS Zimbabwe,ODI # 3601,Elton Chigumbura,4,South Africa,0,30,1,7.50,12,1,2,2,1
South Africa VS Zimbabwe,ODI # 3601,Sean Williams,8,South Africa,0,44,0,5.50,19,0,2,1,0
South Africa VS Zimbabwe,ODI # 3601,Tafadzwa Kamungozi,8,South Africa,0,34,1,4.25,23,1,1,0,0
South Africa VS Zimbabwe,ODI # 3601,Sikandar Raza,3,South Africa,0,19,0,6.33,3,0,0,1,0
South Africa VS Zimbabwe,ODI # 3601,Hamilton Masakadza,1,South Africa,0,6,0,6.00,3,1,0,0,0
South Africa VS Zimbabwe,ODI # 3601,Vernon Philander,8,Zimbabwe,0,30,2,3.75,31,3,0,3,0
South Africa VS Zimbabwe,ODI # 3601,Morne Morkel,8.2,Zimbabwe,1,49,2,5.88,32,6,2,2,0
South Africa VS Zimbabwe,ODI # 3601,Dale Steyn,9,Zimbabwe,0,64,1,7.11,28,9,2,0,0
South Africa VS Zimbabwe,ODI # 3601,Farhaan Behardien,5,Zimbabwe,0,40,0,8.00,11,3,2,1,0
South Africa VS Zimbabwe,ODI # 3601,Jean-Paul Duminy,8,Zimbabwe,0,45,1,5.62,22,4,1,2,0
South Africa VS Zimbabwe,ODI # 3601,Imran Tahir,10,Zimbabwe,0,36,3,3.60,34,3,0,1,0
Australia VS England,ODI # 3600,James Anderson,10,Australia,0,67,0,6.70,31,8,1,1,0
Australia VS England,ODI # 3600,Stuart Broad,10,Australia,0,66,2,6.60,29,8,0,1,0
Australia VS England,ODI # 3600,Chris Woakes,10,Australia,0,65,1,6.50,22,7,0,0,0
Australia VS England,ODI # 3600,Steven Finn,10,Australia,0,71,5,7.10,28,8,0,1,0
Australia VS England,ODI # 3600,Moeen Ali,9,Australia,0,60,0,6.66,19,6,1,0,0
