VS,Player, ,Batting Possition,Match Id,Teaminnings,Runs,Balls,Mins,Fours,Sixs,Strike Rate
East Africa VS New Zealand,Glenn Turner,not out ,1.0,ODI # 20,New Zealand,171.0,201.0,190.0,16.0,2.0,85.07
East Africa VS New Zealand,John Morrison,c & b Nana,2.0,ODI # 20,New Zealand,14.0,37.0,44.0,0.0,0.0,37.83
East Africa VS New Zealand,Geoff Howarth, b Mehmood Quaraishy,3.0,ODI # 20,New Zealand,20.0,40.0,45.0,2.0,0.0,50.0
East Africa VS New Zealand,John Parker,c Zulfiqar Ali b Sethi,4.0,ODI # 20,New Zealand,66.0,68.0,74.0,7.0,0.0,97.05
East Africa VS New Zealand,Brian Hastings,c Sethi b Zulfiqar Ali,5.0,ODI # 20,New Zealand,8.0,7.0,8.0,1.0,0.0,114.28
East Africa VS New Zealand,Ken Wadsworth, b Nagenda,6.0,ODI # 20,New Zealand,10.0,7.0,7.0,0.0,1.0,142.85
East Africa VS New Zealand,Richard Hadlee,not out ,7.0,ODI # 20,New Zealand,6.0,4.0,6.0,0.0,0.0,150.0
East Africa VS New Zealand,Frasat Ali,st †Wadsworth b HJ Howarth,1.0,ODI # 20,East Africa,45.0,123.0,134.0,1.0,1.0,36.58
East Africa VS New Zealand,Samuel Walusimbi, b DR Hadlee,2.0,ODI # 20,East Africa,15.0,46.0,50.0,1.0,0.0,32.6
East Africa VS New Zealand,Ramesh Sethi,run out ,3.0,ODI # 20,East Africa,1.0,3.0,3.0,0.0,0.0,33.33
East Africa VS New Zealand,Shiraz Sumar, b DR Hadlee,4.0,ODI # 20,East Africa,4.0,11.0,9.0,0.0,0.0,36.36
East Africa VS New Zealand,Jawahir Shah,c & b HJ Howarth,5.0,ODI # 20,East Africa,5.0,17.0,29.0,0.0,0.0,29.41
East Africa VS New Zealand,Harilal Shah,lbw b HJ Howarth,6.0,ODI # 20,East Africa,0.0,1.0,1.0,0.0,0.0,0.0
East Africa VS New Zealand,Mehmood Quaraishy,not out ,7.0,ODI # 20,East Africa,16.0,88.0,103.0,0.0,0.0,18.18
East Africa VS New Zealand,Zulfiqar Ali, b DR Hadlee,8.0,ODI # 20,East Africa,30.0,49.0,48.0,4.0,0.0,61.22
East Africa VS New Zealand,Hamish McLeod, b Collinge,9.0,ODI # 20,East Africa,5.0,8.0,8.0,0.0,0.0,62.5
East Africa VS New Zealand,Parbhu Nana,not out ,10.0,ODI # 20,East Africa,1.0,15.0,12.0,0.0,0.0,6.66
Australia VS Pakistan,Alan Turner,c Mushtaq Mohammad b Asif Iqbal,1.0,ODI # 21,Australia,46.0,54.0,0.0,4.0,0.0,85.18
Australia VS Pakistan,Rick McCosker,c †Wasim Bari b Naseer Malik,2.0,ODI # 21,Australia,25.0,76.0,0.0,2.0,0.0,32.89
Australia VS Pakistan,Ian Chappell,c Wasim Raja b Sarfraz Nawaz,3.0,ODI # 21,Australia,28.0,30.0,0.0,5.0,0.0,93.33
Australia VS Pakistan,Greg Chappell,c Asif Iqbal b Imran Khan,4.0,ODI # 21,Australia,45.0,56.0,0.0,5.0,0.0,80.35
Australia VS Pakistan,Doug Walters,c Sarfraz Nawaz b Naseer Malik,5.0,ODI # 21,Australia,2.0,13.0,0.0,0.0,0.0,15.38
Australia VS Pakistan,Ross Edwards,not out ,6.0,ODI # 21,Australia,80.0,94.0,0.0,6.0,0.0,85.1
Australia VS Pakistan,Rod Marsh,c †Wasim Bari b Imran Khan,7.0,ODI # 21,Australia,1.0,5.0,0.0,0.0,0.0,20.0
Australia VS Pakistan,Max Walker, b Asif Masood,8.0,ODI # 21,Australia,18.0,28.0,0.0,2.0,0.0,64.28
Australia VS Pakistan,Jeff Thomson,not out ,9.0,ODI # 21,Australia,20.0,14.0,0.0,2.0,1.0,142.85
Australia VS Pakistan,Sadiq Mohammad, b Lillee,1.0,ODI # 21,Pakistan,4.0,12.0,0.0,0.0,0.0,33.33
Australia VS Pakistan,Majid Khan,c †Marsh b Mallett,2.0,ODI # 21,Pakistan,65.0,76.0,0.0,11.0,0.0,85.52
Australia VS Pakistan,Zaheer Abbas,c Turner b Thomson,3.0,ODI # 21,Pakistan,8.0,10.0,0.0,2.0,0.0,80.0
Australia VS Pakistan,Mushtaq Mohammad,c GS Chappell b Walters,4.0,ODI # 21,Pakistan,8.0,32.0,0.0,0.0,0.0,25.0
Australia VS Pakistan,Asif Iqbal, b Lillee,5.0,ODI # 21,Pakistan,53.0,95.0,0.0,8.0,0.0,55.78
Australia VS Pakistan,Wasim Raja,c Thomson b Walker,6.0,ODI # 21,Pakistan,31.0,57.0,0.0,4.0,0.0,54.38
Australia VS Pakistan,Imran Khan,c Turner b Walker,7.0,ODI # 21,Pakistan,9.0,19.0,0.0,1.0,0.0,47.36
Australia VS Pakistan,Sarfraz Nawaz,c †Marsh b Lillee,8.0,ODI # 21,Pakistan,0.0,2.0,0.0,0.0,0.0,0.0
Australia VS Pakistan,Wasim Bari,c †Marsh b Lillee,9.0,ODI # 21,Pakistan,2.0,18.0,0.0,0.0,0.0,11.11
Australia VS Pakistan,Asif Masood,c Walker b Lillee,10.0,ODI # 21,Pakistan,6.0,7.0,0.0,1.0,0.0,85.71
Australia VS Pakistan,Naseer Malik,not out ,11.0,ODI # 21,Pakistan,0.0,13.0,0.0,0.0,0.0,0.0
Sri Lanka VS West Indies,Ranjit Fernando,c †Murray b Julien,1.0,ODI # 22,Sri Lanka,4.0,6.0,11.0,0.0,0.0,66.66
Sri Lanka VS West Indies,Bandula Warnapura,c †Murray b Boyce,2.0,ODI # 22,Sri Lanka,8.0,54.0,62.0,1.0,0.0,14.81
Sri Lanka VS West Indies,Anura Tennekoon,c †Murray b Julien,3.0,ODI # 22,Sri Lanka,0.0,4.0,2.0,0.0,0.0,0.0
Sri Lanka VS West Indies,David Heyn,c Lloyd b Roberts,4.0,ODI # 22,Sri Lanka,2.0,12.0,27.0,0.0,0.0,16.66
Sri Lanka VS West Indies,Michael Tissera,c Kallicharran b Julien,5.0,ODI # 22,Sri Lanka,14.0,35.0,38.0,1.0,0.0,40.0
Sri Lanka VS West Indies,Duleep Mendis,c †Murray b Boyce,6.0,ODI # 22,Sri Lanka,8.0,13.0,20.0,1.0,0.0,61.53
Sri Lanka VS West Indies,Anura Ranasinghe, b Boyce,7.0,ODI # 22,Sri Lanka,0.0,2.0,5.0,0.0,0.0,0.0
Sri Lanka VS West Indies,Mevan Pieris,c Lloyd b Julien,8.0,ODI # 22,Sri Lanka,3.0,12.0,13.0,0.0,0.0,25.0
Sri Lanka VS West Indies,Tony Opatha, b Roberts,9.0,ODI # 22,Sri Lanka,11.0,18.0,26.0,1.0,0.0,61.11
Sri Lanka VS West Indies,Somachandra De Silva,c Lloyd b Holder,10.0,ODI # 22,Sri Lanka,21.0,54.0,47.0,2.0,0.0,38.88
Sri Lanka VS West Indies,Lalith Kaluperuma,not out ,11.0,ODI # 22,Sri Lanka,6.0,19.0,31.0,0.0,0.0,31.57
Sri Lanka VS West Indies,Roy Fredericks,c Warnapura b de Silva,1.0,ODI # 22,West Indies,33.0,38.0,42.0,4.0,0.0,86.84
Sri Lanka VS West Indies,Deryck Murray,not out ,2.0,ODI # 22,West Indies,30.0,50.0,69.0,2.0,1.0,60.0
Sri Lanka VS West Indies,Alvin Kallicharran,not out ,3.0,ODI # 22,West Indies,19.0,37.0,25.0,2.0,0.0,51.35
England VS West Indies,Gordon Greenidge,run out (Randall),1.0,ODI # 74,West Indies,9.0,31.0,31.0,0.0,0.0,29.03
England VS West Indies,Desmond Haynes,c Hendrick b Old,2.0,ODI # 74,West Indies,20.0,27.0,49.0,3.0,0.0,74.07
England VS West Indies,Viv Richards,not out ,3.0,ODI # 74,West Indies,138.0,157.0,207.0,11.0,3.0,87.89
England VS West Indies,Alvin Kallicharran, b Hendrick,4.0,ODI # 74,West Indies,4.0,17.0,19.0,0.0,0.0,23.52
England VS West Indies,Clive Lloyd,c & b Old,5.0,ODI # 74,West Indies,13.0,33.0,42.0,2.0,0.0,39.39
England VS West Indies,Collis King,c Randall b Edmonds,6.0,ODI # 74,West Indies,86.0,66.0,77.0,10.0,3.0,130.3
England VS West Indies,Deryck Murray,c Gower b Edmonds,7.0,ODI # 74,West Indies,5.0,9.0,12.0,1.0,0.0,55.55
England VS West Indies,Andy Roberts,c Brearley b Hendrick,8.0,ODI # 74,West Indies,0.0,7.0,8.0,0.0,0.0,0.0
England VS West Indies,Joel Garner,c †Taylor b Botham,9.0,ODI # 74,West Indies,0.0,5.0,4.0,0.0,0.0,0.0
England VS West Indies,Michael Holding, b Botham,10.0,ODI # 74,West Indies,0.0,6.0,7.0,0.0,0.0,0.0
England VS West Indies,Colin Croft,not out ,11.0,ODI # 74,West Indies,0.0,2.0,6.0,0.0,0.0,0.0
England VS West Indies,Mike Brearley,c King b Holding,1.0,ODI # 74,England,64.0,130.0,130.0,7.0,0.0,49.23
England VS West Indies,Geoff Boycott,c Kallicharran b Holding,2.0,ODI # 74,England,57.0,105.0,137.0,3.0,0.0,54.28
England VS West Indies,Derek Randall, b Croft,3.0,ODI # 74,England,15.0,22.0,36.0,0.0,0.0,68.18
England VS West Indies,Graham Gooch, b Garner,4.0,ODI # 74,England,32.0,28.0,31.0,4.0,0.0,114.28
England VS West Indies,David Gower, b Garner,5.0,ODI # 74,England,0.0,4.0,6.0,0.0,0.0,0.0
England VS West Indies,Ian Botham,c Richards b Croft,6.0,ODI # 74,England,4.0,3.0,7.0,0.0,0.0,133.33
England VS West Indies,Wayne Larkins, b Garner,7.0,ODI # 74,England,0.0,1.0,1.0,0.0,0.0,0.0
England VS West Indies,Phil Edmonds,not out ,8.0,ODI # 74,England,5.0,8.0,14.0,0.0,0.0,62.5
England VS West Indies,Chris Old, b Garner,9.0,ODI # 74,England,0.0,2.0,4.0,0.0,0.0,0.0
England VS West Indies,Bob Taylor,c †Murray b Garner,10.0,ODI # 74,England,0.0,1.0,1.0,0.0,0.0,0.0
England VS West Indies,Mike Hendrick, b Croft,11.0,ODI # 74,England,0.0,5.0,4.0,0.0,0.0,0.0
England VS New Zealand,Mike Brearley,c †Lees b Coney,1.0,ODI # 72,England,53.0,115.0,114.0,3.0,0.0,46.08
England VS New Zealand,Geoff Boycott,c Howarth b Hadlee,2.0,ODI # 72,England,2.0,14.0,30.0,0.0,0.0,14.28
England VS New Zealand,Wayne Larkins,c Coney b McKechnie,3.0,ODI # 72,England,7.0,37.0,40.0,0.0,0.0,18.91
England VS New Zealand,Graham Gooch, b McKechnie,4.0,ODI # 72,England,71.0,84.0,105.0,1.0,3.0,84.52
England VS New Zealand,David Gower,run out ,5.0,ODI # 72,England,1.0,1.0,2.0,0.0,0.0,100.0
England VS New Zealand,Ian Botham,lbw b Cairns,6.0,ODI # 72,England,21.0,30.0,31.0,2.0,0.0,70.0
England VS New Zealand,Derek Randall,not out ,7.0,ODI # 72,England,42.0,50.0,66.0,1.0,1.0,84.0
England VS New Zealand,Chris Old,c †Lees b Troup,8.0,ODI # 72,England,0.0,2.0,2.0,0.0,0.0,0.0
England VS New Zealand,Bob Taylor,run out ,9.0,ODI # 72,England,12.0,25.0,30.0,1.0,0.0,48.0
England VS New Zealand,Bob Willis,not out ,10.0,ODI # 72,England,1.0,2.0,1.0,0.0,0.0,50.0
England VS New Zealand,John Wright,run out ,1.0,ODI # 72,New Zealand,69.0,137.0,142.0,9.0,0.0,50.36
England VS New Zealand,Bruce Edgar,lbw b Old,2.0,ODI # 72,New Zealand,17.0,38.0,58.0,1.0,0.0,44.73
England VS New Zealand,Geoff Howarth,lbw b Boycott,3.0,ODI # 72,New Zealand,7.0,12.0,13.0,1.0,0.0,58.33
England VS New Zealand,Jeremy Coney,lbw b Hendrick,4.0,ODI # 72,New Zealand,11.0,39.0,56.0,0.0,0.0,28.2
England VS New Zealand,Glenn Turner,lbw b Willis,5.0,ODI # 72,New Zealand,30.0,51.0,67.0,2.0,0.0,58.82
England VS New Zealand,Mark Burgess,run out ,6.0,ODI # 72,New Zealand,10.0,13.0,28.0,0.0,0.0,76.92
England VS New Zealand,Richard Hadlee, b Botham,7.0,ODI # 72,New Zealand,15.0,32.0,44.0,0.0,0.0,46.87
England VS New Zealand,Warren Lees, b Hendrick,8.0,ODI # 72,New Zealand,23.0,20.0,33.0,0.0,1.0,115.0
England VS New Zealand,Lance Cairns,c Brearley b Hendrick,9.0,ODI # 72,New Zealand,14.0,6.0,5.0,1.0,1.0,233.33
England VS New Zealand,Brian McKechnie,not out ,10.0,ODI # 72,New Zealand,4.0,9.0,13.0,0.0,0.0,44.44
England VS New Zealand,Gary Troup,not out ,11.0,ODI # 72,New Zealand,3.0,3.0,2.0,0.0,0.0,100.0
Pakistan VS West Indies,Gordon Greenidge,c †Wasim Bari b Asif Iqbal,1.0,ODI # 73,West Indies,73.0,107.0,122.0,5.0,1.0,68.22
Pakistan VS West Indies,Desmond Haynes,c & b Asif Iqbal,2.0,ODI # 73,West Indies,65.0,115.0,155.0,4.0,0.0,56.52
Pakistan VS West Indies,Viv Richards, b Asif Iqbal,3.0,ODI # 73,West Indies,42.0,62.0,91.0,1.0,0.0,67.74
Pakistan VS West Indies,Clive Lloyd,c Mudassar Nazar b Asif Iqbal,4.0,ODI # 73,West Indies,37.0,38.0,63.0,3.0,0.0,97.36
Pakistan VS West Indies,Collis King,c sub b Sarfraz Nawaz,5.0,ODI # 73,West Indies,34.0,25.0,37.0,3.0,0.0,136.0
Pakistan VS West Indies,Alvin Kallicharran, b Imran Khan,6.0,ODI # 73,West Indies,11.0,14.0,31.0,0.0,0.0,78.57
Pakistan VS West Indies,Andy Roberts,not out ,7.0,ODI # 73,West Indies,7.0,4.0,6.0,0.0,0.0,175.0
Pakistan VS West Indies,Joel Garner,not out ,8.0,ODI # 73,West Indies,1.0,1.0,4.0,0.0,0.0,100.0
Pakistan VS West Indies,Majid Khan,c Kallicharran b Croft,1.0,ODI # 73,Pakistan,81.0,124.0,175.0,7.0,0.0,65.32
Pakistan VS West Indies,Sadiq Mohammad,c †Murray b Holding,2.0,ODI # 73,Pakistan,2.0,7.0,15.0,0.0,0.0,28.57
Pakistan VS West Indies,Zaheer Abbas,c †Murray b Croft,3.0,ODI # 73,Pakistan,93.0,122.0,143.0,8.0,1.0,76.22
Pakistan VS West Indies,Haroon Rasheed,run out ,4.0,ODI # 73,Pakistan,15.0,22.0,40.0,1.0,0.0,68.18
Pakistan VS West Indies,Javed Miandad,lbw b Croft,5.0,ODI # 73,Pakistan,0.0,1.0,1.0,0.0,0.0,0.0
Pakistan VS West Indies,Asif Iqbal,c Holding b Richards,6.0,ODI # 73,Pakistan,17.0,20.0,15.0,1.0,0.0,85.0
Pakistan VS West Indies,Mudassar Nazar,c Kallicharran b Richards,7.0,ODI # 73,Pakistan,2.0,9.0,10.0,0.0,0.0,22.22
Pakistan VS West Indies,Imran Khan,c & b Richards,8.0,ODI # 73,Pakistan,6.0,4.0,9.0,1.0,0.0,150.0
Pakistan VS West Indies,Sarfraz Nawaz,c Haynes b Roberts,9.0,ODI # 73,Pakistan,12.0,15.0,16.0,0.0,0.0,80.0
Pakistan VS West Indies,Wasim Bari,c †Murray b Roberts,10.0,ODI # 73,Pakistan,9.0,12.0,13.0,0.0,0.0,75.0
Pakistan VS West Indies,Sikander Bakht,not out ,11.0,ODI # 73,Pakistan,1.0,4.0,3.0,0.0,0.0,25.0
India VS Sri Lanka,Bandula Warnapura,c Gaekwad b Amarnath,1.0,ODI # 68,Sri Lanka,18.0,51.0,56.0,2.0,0.0,35.29
India VS Sri Lanka,Sunil Wettimuny,c Vengsarkar b Kapil Dev,2.0,ODI # 68,Sri Lanka,67.0,120.0,132.0,8.0,0.0,55.83
India VS Sri Lanka,Roy Dias,c & b Amarnath,3.0,ODI # 68,Sri Lanka,50.0,88.0,92.0,2.0,0.0,56.81
India VS Sri Lanka,Duleep Mendis,run out ,4.0,ODI # 68,Sri Lanka,64.0,57.0,72.0,1.0,3.0,112.28
India VS Sri Lanka,Ranjan Madugalle,c †Khanna b Amarnath,5.0,ODI # 68,Sri Lanka,4.0,16.0,20.0,0.0,0.0,25.0
India VS Sri Lanka,Sudath Pasqual,not out ,6.0,ODI # 68,Sri Lanka,23.0,26.0,43.0,1.0,0.0,88.46
India VS Sri Lanka,Somachandra De Silva,not out ,7.0,ODI # 68,Sri Lanka,1.0,4.0,8.0,0.0,0.0,25.0
India VS Sri Lanka,Sunil Gavaskar,c Dias b Warnapura,1.0,ODI # 68,India,26.0,54.0,71.0,2.0,0.0,48.14
India VS Sri Lanka,Aunshuman Gaekwad,c sub (GRA de Silva) b DLS de Silva,2.0,ODI # 68,India,33.0,52.0,0.0,2.0,0.0,63.46
India VS Sri Lanka,Dilip Vengsarkar,c DLS de Silva b DS de Silva,3.0,ODI # 68,India,36.0,57.0,0.0,3.0,0.0,63.15
India VS Sri Lanka,Gundappa Viswanath,run out ,4.0,ODI # 68,India,22.0,55.0,75.0,0.0,0.0,40.0
India VS Sri Lanka,Brijesh Patel, b DS de Silva,5.0,ODI # 68,India,10.0,13.0,12.0,1.0,0.0,76.92
India VS Sri Lanka,Kapil Dev,c Warnapura b DLS de Silva,6.0,ODI # 68,India,16.0,19.0,29.0,2.0,0.0,84.21
India VS Sri Lanka,Mohinder Amarnath, b DS de Silva,7.0,ODI # 68,India,7.0,15.0,18.0,0.0,0.0,46.66
India VS Sri Lanka,Karsan Ghavri,c Warnapura b Opatha,8.0,ODI # 68,India,3.0,8.0,15.0,0.0,0.0,37.5
India VS Sri Lanka,Surinder Khanna,c Dias b Opatha,9.0,ODI # 68,India,10.0,17.0,20.0,1.0,0.0,58.82
India VS Sri Lanka,Srinivas Venkataraghavan,not out ,10.0,ODI # 68,India,9.0,9.0,16.0,0.0,0.0,100.0
India VS Sri Lanka,Bishan Bedi,c †Jayasinghe b Opatha,11.0,ODI # 68,India,5.0,8.0,6.0,0.0,0.0,62.5
New Zealand VS West Indies,Gordon Greenidge,c Edgar b Coney,1.0,ODI # 69,West Indies,65.0,95.0,115.0,3.0,1.0,68.42
New Zealand VS West Indies,Desmond Haynes,lbw b Hadlee,2.0,ODI # 69,West Indies,12.0,20.0,0.0,0.0,0.0,60.0
New Zealand VS West Indies,Viv Richards,c Burgess b Coney,3.0,ODI # 69,West Indies,9.0,30.0,0.0,0.0,0.0,30.0
New Zealand VS West Indies,Alvin Kallicharran, b McKechnie,4.0,ODI # 69,West Indies,39.0,68.0,0.0,2.0,0.0,57.35
New Zealand VS West Indies,Clive Lloyd,not out ,5.0,ODI # 69,West Indies,73.0,80.0,0.0,4.0,0.0,91.25
New Zealand VS West Indies,Collis King,lbw b Cairns,6.0,ODI # 69,West Indies,12.0,18.0,0.0,0.0,0.0,66.66
New Zealand VS West Indies,Deryck Murray,c Coney b Chatfield,7.0,ODI # 69,West Indies,12.0,21.0,0.0,0.0,0.0,57.14
New Zealand VS West Indies,Andy Roberts,c †Lees b Cairns,8.0,ODI # 69,West Indies,1.0,3.0,0.0,0.0,0.0,33.33
New Zealand VS West Indies,Joel Garner,not out ,9.0,ODI # 69,West Indies,9.0,25.0,0.0,0.0,0.0,36.0
New Zealand VS West Indies,Bruce Edgar,run out ,1.0,ODI # 69,New Zealand,12.0,23.0,0.0,0.0,0.0,52.17
New Zealand VS West Indies,John Wright,c Lloyd b Garner,2.0,ODI # 69,New Zealand,15.0,32.0,0.0,0.0,0.0,46.87
New Zealand VS West Indies,Jeremy Coney,c Garner b King,3.0,ODI # 69,New Zealand,36.0,54.0,96.0,3.0,0.0,66.66
New Zealand VS West Indies,Glenn Turner,c Lloyd b Roberts,4.0,ODI # 69,New Zealand,20.0,44.0,0.0,0.0,0.0,45.45
New Zealand VS West Indies,John Morrison,c †Murray b Garner,5.0,ODI # 69,New Zealand,11.0,41.0,0.0,0.0,0.0,26.82
New Zealand VS West Indies,Mark Burgess,c Richards b Roberts,6.0,ODI # 69,New Zealand,35.0,49.0,79.0,3.0,0.0,71.42
New Zealand VS West Indies,Warren Lees, b Croft,7.0,ODI # 69,New Zealand,5.0,5.0,0.0,0.0,0.0,100.0
New Zealand VS West Indies,Richard Hadlee, b Roberts,8.0,ODI # 69,New Zealand,42.0,48.0,46.0,4.0,0.0,87.5
New Zealand VS West Indies,Brian McKechnie,not out ,9.0,ODI # 69,New Zealand,13.0,44.0,0.0,0.0,0.0,29.54
New Zealand VS West Indies,Lance Cairns, b Holding,10.0,ODI # 69,New Zealand,1.0,3.0,0.0,0.0,0.0,33.33
New Zealand VS West Indies,Ewen Chatfield,not out ,11.0,ODI # 69,New Zealand,3.0,9.0,0.0,0.0,0.0,33.33
Australia VS Canada,Glenroy Sealy,c Porter b Dymock,1.0,ODI # 70,Canada,25.0,30.0,46.0,4.0,0.0,83.33
Australia VS Canada,Christopher Chappell,lbw b Hurst,2.0,ODI # 70,Canada,19.0,42.0,54.0,2.0,0.0,45.23
Australia VS Canada,Franklyn Dennis,lbw b Hurst,3.0,ODI # 70,Canada,1.0,8.0,8.0,0.0,0.0,12.5
Australia VS Canada,Tariq Javed,c †Wright b Porter,4.0,ODI # 70,Canada,8.0,30.0,38.0,1.0,0.0,26.66
Australia VS Canada,Charles Baksh, b Hurst,5.0,ODI # 70,Canada,0.0,6.0,7.0,0.0,0.0,0.0
Australia VS Canada,John Vaughan, b Porter,6.0,ODI # 70,Canada,29.0,43.0,48.0,4.0,0.0,67.44
Australia VS Canada,Bryan Mauricette,c Hilditch b Cosier,7.0,ODI # 70,Canada,5.0,22.0,25.0,0.0,0.0,22.72
Australia VS Canada,Jitendra Patel, b Cosier,8.0,ODI # 70,Canada,2.0,4.0,23.0,0.0,0.0,50.0
Australia VS Canada,Robert Callender,c †Wright b Hurst,9.0,ODI # 70,Canada,0.0,2.0,3.0,0.0,0.0,0.0
Australia VS Canada,Cornelius Henry,c Hughes b Hurst,10.0,ODI # 70,Canada,5.0,11.0,8.0,1.0,0.0,45.45
Australia VS Canada,John Valentine,not out ,11.0,ODI # 70,Canada,0.0,6.0,5.0,0.0,0.0,0.0
Australia VS Canada,Andrew Hilditch,c Valentine b Henry,1.0,ODI # 70,Australia,24.0,30.0,49.0,3.0,0.0,80.0
Australia VS Canada,Rick Darling,lbw b Valentine,2.0,ODI # 70,Australia,13.0,16.0,17.0,2.0,0.0,81.25
Australia VS Canada,Allan Border, b Henry,3.0,ODI # 70,Australia,25.0,53.0,53.0,4.0,0.0,47.16
Australia VS Canada,Kim Hughes,not out ,4.0,ODI # 70,Australia,27.0,40.0,48.0,2.0,0.0,67.5
Australia VS Canada,Graham Yallop,not out ,5.0,ODI # 70,Australia,13.0,20.0,26.0,0.0,0.0,65.0
England VS Pakistan,Mike Brearley,c †Wasim Bari b Imran Khan,1.0,ODI # 71,England,0.0,2.0,1.0,0.0,0.0,0.0
England VS Pakistan,Geoff Boycott,lbw b Majid Khan,2.0,ODI # 71,England,18.0,54.0,85.0,2.0,0.0,33.33
England VS Pakistan,Derek Randall,c †Wasim Bari b Sikander Bakht,3.0,ODI # 71,England,1.0,5.0,6.0,0.0,0.0,20.0
England VS Pakistan,Graham Gooch,c Sadiq Mohammad b Sikander Bakht,4.0,ODI # 71,England,33.0,90.0,97.0,5.0,0.0,36.66
England VS Pakistan,David Gower, b Majid Khan,5.0,ODI # 71,England,27.0,40.0,51.0,3.0,0.0,67.5
England VS Pakistan,Ian Botham, b Majid Khan,6.0,ODI # 71,England,22.0,48.0,58.0,1.0,1.0,45.83
England VS Pakistan,Phil Edmonds,c Wasim Raja b Asif Iqbal,7.0,ODI # 71,England,2.0,23.0,25.0,0.0,0.0,8.69
England VS Pakistan,Bob Taylor,not out ,8.0,ODI # 71,England,20.0,59.0,61.0,1.0,0.0,33.89
England VS Pakistan,Chris Old,c & b Asif Iqbal,9.0,ODI # 71,England,2.0,7.0,4.0,0.0,0.0,28.57
England VS Pakistan,Bob Willis, b Sikander Bakht,10.0,ODI # 71,England,24.0,37.0,50.0,3.0,0.0,64.86
England VS Pakistan,Mike Hendrick,not out ,11.0,ODI # 71,England,1.0,1.0,1.0,0.0,0.0,100.0
England VS Pakistan,Majid Khan,c Botham b Hendrick,1.0,ODI # 71,Pakistan,7.0,20.0,29.0,1.0,0.0,35.0
England VS Pakistan,Sadiq Mohammad, b Hendrick,2.0,ODI # 71,Pakistan,18.0,27.0,38.0,4.0,0.0,66.66
England VS Pakistan,Mudassar Nazar,lbw b Hendrick,3.0,ODI # 71,Pakistan,0.0,2.0,1.0,0.0,0.0,0.0
England VS Pakistan,Zaheer Abbas,c †Taylor b Botham,4.0,ODI # 71,Pakistan,3.0,19.0,23.0,0.0,0.0,15.78
England VS Pakistan,Haroon Rasheed,c Brearley b Hendrick,5.0,ODI # 71,Pakistan,1.0,2.0,10.0,0.0,0.0,50.0
England VS Pakistan,Javed Miandad,lbw b Botham,6.0,ODI # 71,Pakistan,0.0,4.0,5.0,0.0,0.0,0.0
England VS Pakistan,Asif Iqbal,c Brearley b Willis,7.0,ODI # 71,Pakistan,51.0,104.0,109.0,5.0,0.0,49.03
England VS Pakistan,Wasim Raja,lbw b Old,8.0,ODI # 71,Pakistan,21.0,25.0,51.0,4.0,0.0,84.0
England VS Pakistan,Imran Khan,not out ,9.0,ODI # 71,Pakistan,21.0,82.0,113.0,1.0,0.0,25.6
England VS Pakistan,Wasim Bari,c †Taylor b Boycott,10.0,ODI # 71,Pakistan,17.0,33.0,37.0,2.0,0.0,51.51
England VS Pakistan,Sikander Bakht,c Hendrick b Boycott,11.0,ODI # 71,Pakistan,2.0,19.0,23.0,0.0,0.0,10.52
India VS New Zealand,Sunil Gavaskar,c †Lees b Hadlee,1.0,ODI # 65,India,55.0,144.0,170.0,5.0,0.0,38.19
India VS New Zealand,Aunshuman Gaekwad, b Hadlee,2.0,ODI # 65,India,10.0,31.0,35.0,1.0,0.0,32.25
India VS New Zealand,Dilip Vengsarkar,c †Lees b McKechnie,3.0,ODI # 65,India,1.0,2.0,16.0,0.0,0.0,50.0
India VS New Zealand,Gundappa Viswanath,c Turner b Cairns,4.0,ODI # 65,India,9.0,17.0,24.0,0.0,0.0,52.94
India VS New Zealand,Brijesh Patel, b Troup,5.0,ODI # 65,India,38.0,60.0,44.0,5.0,0.0,63.33
India VS New Zealand,Mohinder Amarnath, b Troup,6.0,ODI # 65,India,1.0,5.0,9.0,0.0,0.0,20.0
India VS New Zealand,Kapil Dev,c & b Cairns,7.0,ODI # 65,India,25.0,24.0,30.0,3.0,0.0,104.16
India VS New Zealand,Karsan Ghavri,c Coney b McKechnie,8.0,ODI # 65,India,20.0,22.0,32.0,2.0,0.0,90.9
India VS New Zealand,Surinder Khanna,c Morrison b McKechnie,9.0,ODI # 65,India,7.0,16.0,23.0,0.0,0.0,43.75
India VS New Zealand,Srinivas Venkataraghavan,c †Lees b Cairns,10.0,ODI # 65,India,1.0,2.0,7.0,0.0,0.0,50.0
India VS New Zealand,Bishan Bedi,not out ,11.0,ODI # 65,India,1.0,12.0,5.0,0.0,0.0,8.33
India VS New Zealand,John Wright,c & b Amarnath,1.0,ODI # 65,New Zealand,48.0,94.0,131.0,1.0,0.0,51.06
India VS New Zealand,Bruce Edgar,not out ,2.0,ODI # 65,New Zealand,84.0,167.0,199.0,8.0,0.0,50.29
India VS New Zealand,Lance Cairns,run out ,3.0,ODI # 65,New Zealand,2.0,4.0,9.0,0.0,0.0,50.0
India VS New Zealand,Glenn Turner,not out ,4.0,ODI # 65,New Zealand,43.0,76.0,57.0,6.0,0.0,56.57
Australia VS Pakistan,Sadiq Mohammad,c Moss b Porter,1.0,ODI # 66,Pakistan,27.0,73.0,110.0,2.0,0.0,36.98
