VS,Match Id,Player,Overs,Teaminnings,Mins,Given Runs,Wickets,ECON,Dot Balls,Fours,Sixs,Wides,No Balls,Bowling Average,Balls,Strike Rate,Five Wicket Hauls,Bowling Figure
Australia VS Pakistan,ODI # 3642,Mahmudullah,1.0,India,0,4,0,4.0,3,0,0,0,0,0.0,6,0.0,0,0/4
Australia VS Pakistan,ODI # 3642,Rubel Hossain,10.0,India,0,56,1,5.6,25,4,1,1,1,56.0,60,60.0,0,1/56
Australia VS Pakistan,ODI # 3642,Shakib Al Hasan,10.0,India,0,58,1,5.8,25,5,1,0,0,58.0,60,60.0,0,1/58
Australia VS Pakistan,ODI # 3642,Umesh Yadav,9.0,Bangladesh,1,31,4,3.44,37,3,0,1,0,7.75,54,13.5,0,4/31
Australia VS Pakistan,ODI # 3642,Mohammed Shami,8.0,Bangladesh,1,37,2,4.62,34,5,0,4,0,18.5,48,24.0,0,2/37
Australia VS Pakistan,ODI # 3642,Mohit Sharma,7.0,Bangladesh,0,36,1,5.14,23,5,0,1,0,36.0,42,42.0,0,1/36
Australia VS Pakistan,ODI # 3642,Ravichandran Ashwin,10.0,Bangladesh,1,30,0,3.0,39,0,1,1,0,0.0,60,0.0,0,0/30
Australia VS Pakistan,ODI # 3642,Suresh Raina,3.0,Bangladesh,1,15,0,5.0,8,1,0,0,0,0.0,18,0.0,0,0/15
Australia VS Pakistan,ODI # 3642,Ravindra Jadeja,8.0,Bangladesh,0,42,2,5.25,23,5,0,1,0,21.0,48,24.0,0,2/42
Bangladesh VS India,ODI # 3641,Dale Steyn,7.0,Sri Lanka,2,18,1,2.57,30,1,0,1,0,18.0,42,42.0,0,1/18
Bangladesh VS India,ODI # 3641,Kyle Abbott,6.0,Sri Lanka,1,27,1,4.5,26,4,0,1,0,27.0,36,36.0,0,1/27
Bangladesh VS India,ODI # 3641,Morne Morkel,7.0,Sri Lanka,1,27,1,3.85,30,2,0,1,2,27.0,42,42.0,0,1/27
Bangladesh VS India,ODI # 3641,Jean-Paul Duminy,9.0,Sri Lanka,1,29,3,3.22,29,0,0,2,0,9.67,54,18.0,0,3/29
Bangladesh VS India,ODI # 3641,Imran Tahir,8.2,Sri Lanka,0,26,4,3.12,34,2,0,1,0,6.5,50,12.5,0,4/26
Bangladesh VS India,ODI # 3641,Lasith Malinga,6.0,South Africa,0,43,1,7.16,21,4,0,3,2,43.0,36,36.0,0,1/43
Bangladesh VS India,ODI # 3641,Tillakaratne Dilshan,2.0,South Africa,0,10,0,5.0,5,0,0,0,0,0.0,12,0.0,0,0/10
Bangladesh VS India,ODI # 3641,Nuwan Kulasekara,1.0,South Africa,0,13,0,13.0,2,3,0,0,0,0.0,6,0.0,0,0/13
Bangladesh VS India,ODI # 3641,Tharindu Kaushal,6.0,South Africa,0,25,0,4.16,22,1,0,0,0,0.0,36,0.0,0,0/25
Bangladesh VS India,ODI # 3641,Dushmantha Chameera,2.0,South Africa,0,29,0,14.5,3,3,0,4,1,0.0,12,0.0,0,0/29
Bangladesh VS India,ODI # 3641,Thisara Perera,1.0,South Africa,0,10,0,10.0,3,2,0,1,0,0.0,6,0.0,0,0/10
South Africa VS Sri Lanka,ODI # 3640,Sohail Khan,10.0,Ireland,0,44,2,4.4,34,3,1,2,0,22.0,60,30.0,0,2/44
South Africa VS Sri Lanka,ODI # 3640,Ehsan Adil,7.0,Ireland,0,31,1,4.42,28,3,0,2,0,31.0,42,42.0,0,1/31
South Africa VS Sri Lanka,ODI # 3640,Rahat Ali,10.0,Ireland,0,48,2,4.8,34,5,0,2,0,24.0,60,30.0,0,2/48
South Africa VS Sri Lanka,ODI # 3640,Wahab Riaz,10.0,Ireland,0,54,3,5.4,30,4,1,3,0,18.0,60,20.0,0,3/54
South Africa VS Sri Lanka,ODI # 3640,Shahid Afridi,10.0,Ireland,0,38,0,3.8,32,3,0,0,0,0.0,60,0.0,0,0/38
South Africa VS Sri Lanka,ODI # 3640,Haris Sohail,3.0,Ireland,0,20,1,6.66,5,1,0,1,0,20.0,18,18.0,0,1/20
South Africa VS Sri Lanka,ODI # 3640,Alex Cusack,10.0,Pakistan,1,43,1,4.3,33,3,0,3,0,43.0,60,60.0,0,1/43
South Africa VS Sri Lanka,ODI # 3640,John Mooney,9.0,Pakistan,1,40,0,4.44,38,2,0,3,0,0.0,54,0.0,0,0/40
South Africa VS Sri Lanka,ODI # 3640,Stuart Thompson,10.0,Pakistan,0,59,1,5.9,29,4,0,3,0,59.0,60,60.0,0,1/59
South Africa VS Sri Lanka,ODI # 3640,George Dockrell,6.0,Pakistan,0,43,0,7.16,17,6,1,0,0,0.0,36,0.0,0,0/43
South Africa VS Sri Lanka,ODI # 3640,Kevin O'Brien,10.0,Pakistan,0,49,0,4.9,35,4,1,1,0,0.0,60,0.0,0,0/49
South Africa VS Sri Lanka,ODI # 3640,Paul Stirling,1.1,Pakistan,0,5,0,4.28,5,1,0,0,0,0.0,7,0.0,0,0/5
Ireland VS Pakistan,ODI # 3639,Jerome Taylor,8.4,United Arab Emirates,0,36,3,4.15,33,2,1,2,0,12.0,52,17.33,0,3/36
Ireland VS Pakistan,ODI # 3639,Jason Holder,10.0,United Arab Emirates,1,27,4,2.7,45,2,0,4,0,6.75,60,15.0,0,4/27
Ireland VS Pakistan,ODI # 3639,Kemar Roach,8.0,United Arab Emirates,0,54,0,6.75,28,9,0,2,0,0.0,48,0.0,0,0/54
Ireland VS Pakistan,ODI # 3639,Andre Russell,8.0,United Arab Emirates,3,20,2,2.5,38,1,1,2,0,10.0,48,24.0,0,2/20
Ireland VS Pakistan,ODI # 3639,Marlon Samuels,10.0,United Arab Emirates,4,25,1,2.5,50,4,0,0,0,25.0,60,60.0,0,1/25
Ireland VS Pakistan,ODI # 3639,Daren Sammy,1.0,United Arab Emirates,0,4,0,4.0,3,0,0,0,0,0.0,6,0.0,0,0/4
Ireland VS Pakistan,ODI # 3639,Dwayne Smith,2.0,United Arab Emirates,0,5,0,2.5,7,0,0,0,0,0.0,12,0.0,0,0/5
Ireland VS Pakistan,ODI # 3639,Nasir Aziz,6.0,West Indies,0,47,0,7.83,17,5,2,0,0,0.0,36,0.0,0,0/47
Ireland VS Pakistan,ODI # 3639,Mohammad Naveed,6.0,West Indies,0,34,0,5.66,23,4,0,1,0,0.0,36,0.0,0,0/34
Ireland VS Pakistan,ODI # 3639,Manjula Guruge,7.3,West Indies,1,40,2,5.33,27,4,1,0,0,20.0,45,22.5,0,2/40
Ireland VS Pakistan,ODI # 3639,Mohammad Tauqir,3.0,West Indies,0,22,0,7.33,10,3,1,0,0,0.0,18,0.0,0,0/22
Ireland VS Pakistan,ODI # 3639,Amjad Javed,8.0,West Indies,0,29,2,3.62,30,2,0,2,0,14.5,48,24.0,0,2/29
U.A.E. VS West Indies,ODI # 3638,Mitchell Starc,4.4,Scotland,1,14,4,3.0,22,2,0,1,0,3.5,28,7.0,0,4/14
U.A.E. VS West Indies,ODI # 3638,Pat Cummins,7.0,Scotland,1,42,3,6.0,28,9,0,1,0,14.0,42,14.0,0,3/42
U.A.E. VS West Indies,ODI # 3638,Shane Watson,3.0,Scotland,0,18,1,6.0,11,3,0,0,0,18.0,18,18.0,0,1/18
U.A.E. VS West Indies,ODI # 3638,Mitchell Johnson,4.0,Scotland,1,16,1,4.0,19,3,0,1,0,16.0,24,24.0,0,1/16
U.A.E. VS West Indies,ODI # 3638,Glenn Maxwell,4.0,Scotland,0,24,1,6.0,15,3,0,1,0,24.0,24,24.0,0,1/24
U.A.E. VS West Indies,ODI # 3638,James Faulkner,3.0,Scotland,0,15,0,5.0,14,1,0,1,0,0.0,18,0.0,0,0/15
U.A.E. VS West Indies,ODI # 3638,Iain Wardlaw,5.0,Australia,0,57,1,11.4,13,6,4,1,0,57.0,30,30.0,0,1/57
U.A.E. VS West Indies,ODI # 3638,Rob Taylor,5.0,Australia,0,29,1,5.8,19,6,0,0,0,29.0,30,30.0,0,1/29
U.A.E. VS West Indies,ODI # 3638,Josh Davey,5.0,Australia,1,38,1,7.6,16,6,1,1,0,38.0,30,30.0,0,1/38
U.A.E. VS West Indies,ODI # 3638,Michael Leask,0.2,Australia,0,7,0,21.0,1,0,1,1,0,0.0,2,0.0,0,0/7
Australia VS Scotland,ODI # 3637,Mohammed Shami,9.0,Zimbabwe,2,48,3,5.33,37,2,4,3,0,16.0,54,18.0,0,3/48
Australia VS Scotland,ODI # 3637,Umesh Yadav,9.5,Zimbabwe,1,43,3,4.37,37,2,1,2,0,14.33,59,19.67,0,3/43
Australia VS Scotland,ODI # 3637,Mohit Sharma,10.0,Zimbabwe,1,48,3,4.8,33,4,1,1,0,16.0,60,20.0,0,3/48
Australia VS Scotland,ODI # 3637,Ravichandran Ashwin,10.0,Zimbabwe,0,75,1,7.5,28,7,4,1,0,75.0,60,60.0,0,1/75
Australia VS Scotland,ODI # 3637,Ravindra Jadeja,10.0,Zimbabwe,0,71,0,7.1,26,8,2,0,0,0.0,60,0.0,0,0/71
Australia VS Scotland,ODI # 3637,Tinashe Panyangara,8.4,India,1,53,2,6.11,30,5,2,2,0,26.5,52,26.0,0,2/53
Australia VS Scotland,ODI # 3637,Tendai Chatara,10.0,India,1,59,0,5.9,35,8,0,6,1,0.0,60,0.0,0,0/59
Australia VS Scotland,ODI # 3637,Tawanda Mupariwa,10.0,India,0,61,0,6.1,25,5,1,2,0,0.0,60,0.0,0,0/61
Australia VS Scotland,ODI # 3637,Solomon Mire,5.0,India,0,29,0,5.8,15,4,0,0,0,0.0,30,0.0,0,0/29
Australia VS Scotland,ODI # 3637,Sean Williams,5.0,India,0,31,0,6.2,16,2,2,0,0,0.0,30,0.0,0,0/31
Australia VS Scotland,ODI # 3637,Sikandar Raza,8.0,India,0,37,1,4.62,20,2,0,1,0,37.0,48,48.0,0,1/37
Australia VS Scotland,ODI # 3637,Hamilton Masakadza,2.0,India,0,15,0,7.5,6,1,1,1,0,0.0,12,0.0,0,0/15
India VS Zimbabwe,ODI # 3636,James Anderson,7.0,Afghanistan,0,18,1,2.57,32,1,0,2,0,18.0,42,42.0,0,1/18
India VS Zimbabwe,ODI # 3636,Stuart Broad,8.0,Afghanistan,1,18,1,2.25,36,0,0,2,0,18.0,48,48.0,0,1/18
India VS Zimbabwe,ODI # 3636,Chris Jordan,6.2,Afghanistan,2,13,2,2.05,32,2,0,1,0,6.5,38,19.0,0,2/13
India VS Zimbabwe,ODI # 3636,Ravi Bopara,8.0,Afghanistan,1,31,2,3.87,30,3,0,1,0,15.5,48,24.0,0,2/31
India VS Zimbabwe,ODI # 3636,James Tredwell,7.0,Afghanistan,0,25,1,3.57,27,1,1,0,0,25.0,42,42.0,0,1/25
India VS Zimbabwe,ODI # 3636,Shapoor Zadran,4.0,England,0,25,0,6.25,12,4,0,0,0,0.0,24,0.0,0,0/25
India VS Zimbabwe,ODI # 3636,Dawlat Zadran,3.0,England,0,23,0,7.66,10,3,1,0,0,0.0,18,0.0,0,0/23
India VS Zimbabwe,ODI # 3636,Hamid Hassan,5.0,England,0,17,1,3.4,20,0,0,1,0,17.0,30,30.0,0,1/17
India VS Zimbabwe,ODI # 3636,Mohammad Nabi,4.1,England,0,14,0,3.36,13,0,0,0,0,0.0,25,0.0,0,0/14
India VS Zimbabwe,ODI # 3636,Samiullah Shinwari,2.0,England,0,19,0,9.5,5,2,1,0,0,0.0,12,0.0,0,0/19
Afghanistan VS England,ODI # 3635,Tim Southee,10.0,Bangladesh,1,51,0,5.1,36,8,0,0,0,0.0,60,0.0,0,0/51
Afghanistan VS England,ODI # 3635,Trent Boult,10.0,Bangladesh,3,56,2,5.6,37,9,0,1,0,28.0,60,30.0,0,2/56
Afghanistan VS England,ODI # 3635,Mitchell McClenaghan,8.0,Bangladesh,0,68,0,8.5,17,8,2,0,0,0.0,48,0.0,0,0/68
Afghanistan VS England,ODI # 3635,Daniel Vettori,10.0,Bangladesh,0,42,1,4.2,30,2,1,0,0,42.0,60,60.0,0,1/42
Afghanistan VS England,ODI # 3635,Corey Anderson,10.0,Bangladesh,0,43,2,4.3,36,4,0,2,0,21.5,60,30.0,0,2/43
Afghanistan VS England,ODI # 3635,Grant Elliott,2.0,Bangladesh,0,27,2,13.5,2,0,3,1,0,13.5,12,6.0,0,2/27
Afghanistan VS England,ODI # 3635,Shakib Al Hasan,8.5,New Zealand,1,55,4,6.22,31,4,4,0,0,13.75,53,13.25,0,4/55
Afghanistan VS England,ODI # 3635,Taijul Islam,10.0,New Zealand,0,58,0,5.8,29,6,1,0,0,0.0,60,0.0,0,0/58
Afghanistan VS England,ODI # 3635,Rubel Hossain,8.0,New Zealand,1,40,1,5.0,29,5,0,0,0,40.0,48,48.0,0,1/40
Afghanistan VS England,ODI # 3635,Taskin Ahmed,8.0,New Zealand,0,49,0,6.12,25,6,1,2,0,0.0,48,0.0,0,0/49
Afghanistan VS England,ODI # 3635,Soumya Sarkar,4.0,New Zealand,0,19,0,4.75,10,1,0,1,0,0.0,24,0.0,0,0/19
Afghanistan VS England,ODI # 3635,Sabbir Rahman,2.0,New Zealand,0,14,0,7.0,4,2,0,0,0,0.0,12,0.0,0,0/14
Afghanistan VS England,ODI # 3635,Mahmudullah,3.0,New Zealand,0,22,0,7.33,5,2,0,1,0,0.0,18,0.0,0,0/22
Afghanistan VS England,ODI # 3635,Nasir Hossain,5.0,New Zealand,0,32,2,6.4,18,3,2,0,0,16.0,30,15.0,0,2/32
New Zealand VS Bangladesh,ODI # 3634,Mohammad Naveed,10.0,South Africa,0,63,3,6.3,32,7,1,1,3,21.0,60,20.0,0,3/63
New Zealand VS Bangladesh,ODI # 3634,Kamran Shazad,8.0,South Africa,0,59,1,7.37,23,10,0,0,1,59.0,48,48.0,0,1/59
New Zealand VS Bangladesh,ODI # 3634,Amjad Javed,10.0,South Africa,0,87,1,8.7,20,6,4,2,1,87.0,60,60.0,0,1/87
New Zealand VS Bangladesh,ODI # 3634,Mohammad Tauqir,10.0,South Africa,0,47,1,4.7,26,1,1,1,0,47.0,60,60.0,0,1/47
New Zealand VS Bangladesh,ODI # 3634,Fahad Alhashmi,7.2,South Africa,0,45,0,6.13,17,3,0,1,0,0.0,44,0.0,0,0/45
New Zealand VS Bangladesh,ODI # 3634,Khurram Khan,4.0,South Africa,0,31,0,7.75,1,1,1,0,0,0.0,24,0.0,0,0/31
New Zealand VS Bangladesh,ODI # 3634,Shaiman Anwar,0.4,South Africa,0,4,0,6.0,0,0,0,0,0,0.0,4,0.0,0,0/4
New Zealand VS Bangladesh,ODI # 3634,Dale Steyn,9.0,United Arab Emirates,1,40,1,4.44,39,6,1,0,0,40.0,54,54.0,0,1/40
New Zealand VS Bangladesh,ODI # 3634,Vernon Philander,8.3,United Arab Emirates,1,34,2,4.0,36,5,0,1,1,17.0,51,25.5,0,2/34
New Zealand VS Bangladesh,ODI # 3634,Morne Morkel,10.0,United Arab Emirates,2,23,2,2.3,45,1,0,1,2,11.5,60,30.0,0,2/23
New Zealand VS Bangladesh,ODI # 3634,Jean-Paul Duminy,3.0,United Arab Emirates,1,12,1,4.0,13,2,0,0,0,12.0,18,18.0,0,1/12
New Zealand VS Bangladesh,ODI # 3634,Farhaan Behardien,4.0,United Arab Emirates,1,11,0,2.75,16,0,0,2,0,0.0,24,0.0,0,0/11
New Zealand VS Bangladesh,ODI # 3634,Imran Tahir,10.0,United Arab Emirates,0,40,1,4.0,35,4,0,1,0,40.0,60,60.0,0,1/40
New Zealand VS Bangladesh,ODI # 3634,AB de Villiers,3.0,United Arab Emirates,0,15,2,5.0,10,2,0,1,0,7.5,18,9.0,0,2/15
South Africa VS U.A.E.,ODI # 3633,Rob Taylor,10.0,Sri Lanka,0,46,1,4.6,32,2,1,0,0,46.0,60,60.0,0,1/46
South Africa VS U.A.E.,ODI # 3633,Alasdair Evans,10.0,Sri Lanka,0,72,2,7.2,30,8,2,3,0,36.0,60,30.0,0,2/72
South Africa VS U.A.E.,ODI # 3633,Josh Davey,8.0,Sri Lanka,0,63,3,7.87,23,8,1,5,0,21.0,48,16.0,0,3/63
South Africa VS U.A.E.,ODI # 3633,Richie Berrington,6.1,Sri Lanka,0,31,2,5.02,17,1,1,0,0,15.5,37,18.5,0,2/31
South Africa VS U.A.E.,ODI # 3633,Michael Leask,7.0,Sri Lanka,0,63,0,9.0,11,4,3,0,0,0.0,42,0.0,0,0/63
South Africa VS U.A.E.,ODI # 3633,Kyle Coetzer,4.5,Sri Lanka,0,39,0,8.06,9,4,1,0,0,0.0,29,0.0,0,0/39
South Africa VS U.A.E.,ODI # 3633,Matt Machan,4.0,Sri Lanka,0,46,1,11.5,8,1,5,1,0,46.0,24,24.0,0,1/46
South Africa VS U.A.E.,ODI # 3633,Lasith Malinga,9.0,Scotland,0,29,2,3.22,35,0,0,2,0,14.5,54,27.0,0,2/29
South Africa VS U.A.E.,ODI # 3633,Nuwan Kulasekara,7.0,Scotland,0,20,3,2.85,30,1,0,1,0,6.67,42,14.0,0,3/20
South Africa VS U.A.E.,ODI # 3633,Thisara Perera,7.0,Scotland,0,41,1,5.85,21,5,0,2,0,41.0,42,42.0,0,1/41
South Africa VS U.A.E.,ODI # 3633,Tillakaratne Dilshan,5.0,Scotland,0,15,1,3.0,19,1,0,0,0,15.0,30,30.0,0,1/15
South Africa VS U.A.E.,ODI # 3633,Seekkuge Prasanna,8.0,Scotland,0,57,0,7.12,15,3,2,0,0,0.0,48,0.0,0,0/57
South Africa VS U.A.E.,ODI # 3633,Dushmantha Chameera,7.1,Scotland,0,51,3,7.11,20,7,0,1,1,17.0,43,14.33,0,3/51
Scotland VS Sri Lanka,ODI # 3632,Umesh Yadav,4.0,Ireland,0,34,1,8.5,11,3,2,1,0,34.0,24,24.0,0,1/34
Scotland VS Sri Lanka,ODI # 3632,Mohammed Shami,9.0,Ireland,0,41,3,4.55,35,4,1,5,0,13.67,54,18.0,0,3/41
Scotland VS Sri Lanka,ODI # 3632,Mohit Sharma,6.0,Ireland,0,38,1,6.33,18,5,0,3,0,38.0,36,36.0,0,1/38
Scotland VS Sri Lanka,ODI # 3632,Ravindra Jadeja,7.0,Ireland,0,45,1,6.42,20,2,3,0,0,45.0,42,42.0,0,1/45
Scotland VS Sri Lanka,ODI # 3632,Ravichandran Ashwin,10.0,Ireland,1,38,2,3.8,37,2,1,0,0,19.0,60,30.0,0,2/38
Scotland VS Sri Lanka,ODI # 3632,Suresh Raina,10.0,Ireland,0,40,1,4.0,32,4,0,0,0,40.0,60,60.0,0,1/40
Scotland VS Sri Lanka,ODI # 3632,Rohit Sharma,3.0,Ireland,0,21,0,7.0,4,2,0,0,0,0.0,18,0.0,0,0/21
Scotland VS Sri Lanka,ODI # 3632,John Mooney,6.0,India,0,44,0,7.33,22,7,1,4,0,0.0,36,0.0,0,0/44
Scotland VS Sri Lanka,ODI # 3632,Alex Cusack,8.0,India,0,43,0,5.37,25,6,0,1,0,0.0,48,0.0,0,0/43
Scotland VS Sri Lanka,ODI # 3632,Stuart Thompson,6.0,India,0,45,2,7.5,20,3,2,4,0,22.5,36,18.0,0,2/45
Scotland VS Sri Lanka,ODI # 3632,George Dockrell,5.0,India,0,44,0,8.8,11,2,3,0,0,0.0,30,0.0,0,0/44
Scotland VS Sri Lanka,ODI # 3632,Paul Stirling,5.0,India,0,36,0,7.2,10,2,2,0,0,0.0,30,0.0,0,0/36
Scotland VS Sri Lanka,ODI # 3632,Kevin O'Brien,6.5,India,0,42,0,6.14,18,4,1,0,0,0.0,41,0.0,0,0/42
India VS Ireland,ODI # 3631,James Anderson,10.0,Bangladesh,1,45,2,4.5,35,5,0,0,0,22.5,60,30.0,0,2/45
India VS Ireland,ODI # 3631,Stuart Broad,10.0,Bangladesh,0,52,1,5.2,33,5,1,0,0,52.0,60,60.0,0,1/52
India VS Ireland,ODI # 3631,Chris Jordan,10.0,Bangladesh,0,59,2,5.9,31,5,1,5,0,29.5,60,30.0,0,2/59
India VS Ireland,ODI # 3631,Chris Woakes,10.0,Bangladesh,0,64,0,6.4,28,4,2,2,1,0.0,60,0.0,0,0/64
India VS Ireland,ODI # 3631,Moeen Ali,9.0,Bangladesh,0,44,1,4.88,24,2,1,1,0,44.0,54,54.0,0,1/44
India VS Ireland,ODI # 3631,Joe Root,1.0,Bangladesh,0,6,0,6.0,1,0,0,0,0,0.0,6,0.0,0,0/6
India VS Ireland,ODI # 3631,Mashrafe Mortaza,10.0,England,0,48,2,4.8,35,6,0,0,0,24.0,60,30.0,0,2/48
India VS Ireland,ODI # 3631,Rubel Hossain,9.3,England,0,53,4,5.57,32,8,0,0,0,13.25,57,14.25,0,4/53
India VS Ireland,ODI # 3631,Arafat Sunny,8.0,England,0,42,0,5.25,23,3,1,0,0,0.0,48,0.0,0,0/42
India VS Ireland,ODI # 3631,Shakib Al Hasan,10.0,England,0,41,0,4.1,28,1,0,0,0,0.0,60,0.0,0,0/41
India VS Ireland,ODI # 3631,Taskin Ahmed,9.0,England,0,59,2,6.55,27,6,1,0,1,29.5,54,27.0,0,2/59
India VS Ireland,ODI # 3631,Sabbir Rahman,2.0,England,0,13,0,6.5,2,1,0,0,0,0.0,12,0.0,0,0/13
Bangladesh VS England,ODI # 3630,Lasith Malinga,10.0,Australia,0,59,2,5.9,29,7,0,1,0,29.5,60,30.0,0,2/59
Bangladesh VS England,ODI # 3630,Sachithra Senanayake,9.0,Australia,0,59,0,6.55,23,5,1,0,0,0.0,54,0.0,0,0/59
Bangladesh VS England,ODI # 3630,Angelo Mathews,7.0,Australia,0,59,1,8.42,15,6,1,2,0,59.0,42,42.0,0,1/59
Bangladesh VS England,ODI # 3630,Seekkuge Prasanna,10.0,Australia,0,77,1,7.7,23,9,1,0,0,77.0,60,60.0,0,1/77
Bangladesh VS England,ODI # 3630,Thisara Perera,9.0,Australia,0,87,2,9.66,18,9,4,1,0,43.5,54,27.0,0,2/87
Bangladesh VS England,ODI # 3630,Tillakaratne Dilshan,5.0,Australia,0,33,1,6.6,10,2,1,0,0,33.0,30,30.0,0,1/33
Bangladesh VS England,ODI # 3630,Mitchell Starc,8.2,Sri Lanka,0,29,2,3.48,31,2,0,1,0,14.5,50,25.0,0,2/29
Bangladesh VS England,ODI # 3630,Mitchell Johnson,9.0,Sri Lanka,0,62,2,6.88,28,9,0,2,0,31.0,54,27.0,0,2/62
Bangladesh VS England,ODI # 3630,Shane Watson,7.0,Sri Lanka,0,71,1,10.14,10,9,1,0,0,71.0,42,42.0,0,1/71
Bangladesh VS England,ODI # 3630,Xavier Doherty,7.0,Sri Lanka,0,60,0,8.57,13,7,1,0,0,0.0,42,0.0,0,0/60
Bangladesh VS England,ODI # 3630,Glenn Maxwell,6.0,Sri Lanka,0,35,0,5.83,14,3,0,0,0,0.0,36,0.0,0,0/35
Bangladesh VS England,ODI # 3630,James Faulkner,9.0,Sri Lanka,0,48,3,5.33,23,4,0,1,0,16.0,54,18.0,0,3/48
Australia VS Sri Lanka,ODI # 3629,Tim Southee,10.0,Afghanistan,0,43,0,4.3,40,4,2,0,0,0.0,60,0.0,0,0/43
Australia VS Sri Lanka,ODI # 3629,Trent Boult,10.0,Afghanistan,2,34,3,3.4,45,4,0,2,0,11.33,60,20.0,0,3/34
Australia VS Sri Lanka,ODI # 3629,Daniel Vettori,10.0,Afghanistan,4,18,4,1.8,48,2,0,0,0,4.5,60,15.0,0,4/18
Australia VS Sri Lanka,ODI # 3629,Adam Milne,10.0,Afghanistan,0,38,1,3.8,41,5,0,4,0,38.0,60,60.0,0,1/38
Australia VS Sri Lanka,ODI # 3629,Corey Anderson,6.4,Afghanistan,0,38,2,5.7,26,5,1,3,0,19.0,40,20.0,0,2/38
Australia VS Sri Lanka,ODI # 3629,Grant Elliott,1.0,Afghanistan,0,10,0,10.0,2,2,0,0,0,0.0,6,0.0,0,0/10
Australia VS Sri Lanka,ODI # 3629,Dawlat Zadran,9.0,New Zealand,0,51,0,5.66,30,7,0,3,0,0.0,54,0.0,0,0/51
Australia VS Sri Lanka,ODI # 3629,Shapoor Zadran,10.0,New Zealand,2,45,1,4.5,35,4,0,0,0,45.0,60,60.0,0,1/45
Australia VS Sri Lanka,ODI # 3629,Hamid Hassan,7.0,New Zealand,1,36,0,5.14,26,6,0,0,0,0.0,42,0.0,0,0/36
Australia VS Sri Lanka,ODI # 3629,Mohammad Nabi,7.1,New Zealand,0,39,1,5.44,22,3,1,1,0,39.0,43,43.0,0,1/39
Australia VS Sri Lanka,ODI # 3629,Samiullah Shinwari,3.0,New Zealand,0,15,0,5.0,8,1,0,0,0,0.0,18,0.0,0,0/15
New Zealand VS Afghanistan,ODI # 3628,Tinashe Panyangara,9.0,Ireland,0,69,1,7.66,27,7,2,1,1,69.0,54,54.0,0,1/69
New Zealand VS Afghanistan,ODI # 3628,Tendai Chatara,10.0,Ireland,0,61,3,6.1,31,4,2,4,1,20.33,60,20.0,0,3/61
New Zealand VS Afghanistan,ODI # 3628,Tawanda Mupariwa,10.0,Ireland,0,56,0,5.6,28,6,0,1,0,0.0,60,0.0,0,0/56
New Zealand VS Afghanistan,ODI # 3628,Sikandar Raza,9.0,Ireland,0,51,0,5.66,25,1,3,0,0,0.0,54,0.0,0,0/51
New Zealand VS Afghanistan,ODI # 3628,Sean Williams,9.0,Ireland,0,72,3,8.0,19,8,1,2,1,24.0,54,18.0,0,3/72
New Zealand VS Afghanistan,ODI # 3628,Hamilton Masakadza,3.0,Ireland,0,18,0,6.0,6,2,0,0,0,0.0,18,0.0,0,0/18
New Zealand VS Afghanistan,ODI # 3628,Alex Cusack,9.3,Zimbabwe,2,32,4,3.36,37,2,0,1,0,8.0,57,14.25,0,4/32
New Zealand VS Afghanistan,ODI # 3628,John Mooney,10.0,Zimbabwe,0,58,2,5.8,32,7,0,1,0,29.0,60,30.0,0,2/58
New Zealand VS Afghanistan,ODI # 3628,Kevin O'Brien,10.0,Zimbabwe,0,90,2,9.0,23,12,2,0,0,45.0,60,30.0,0,2/90
New Zealand VS Afghanistan,ODI # 3628,George Dockrell,10.0,Zimbabwe,0,56,1,5.6,28,2,2,0,0,56.0,60,60.0,0,1/56
New Zealand VS Afghanistan,ODI # 3628,Andy McBrine,8.0,Zimbabwe,0,56,1,7.0,15,3,2,0,0,56.0,48,48.0,0,1/56
New Zealand VS Afghanistan,ODI # 3628,Paul Stirling,2.0,Zimbabwe,0,26,0,13.0,1,2,1,0,1,0.0,12,0.0,0,0/26
Ireland VS Zimbabwe,ODI # 3627,Dale Steyn,10.0,Pakistan,3,30,3,3.0,43,2,1,1,0,10.0,60,20.0,0,3/30
Ireland VS Zimbabwe,ODI # 3627,Kyle Abbott,9.0,Pakistan,0,45,2,5.0,31,6,0,1,0,22.5,54,27.0,0,2/45
Ireland VS Zimbabwe,ODI # 3627,Morne Morkel,9.4,Pakistan,0,25,2,2.58,41,1,0,0,1,12.5,58,29.0,0,2/25
Ireland VS Zimbabwe,ODI # 3627,Imran Tahir,9.0,Pakistan,1,38,1,4.22,33,4,1,0,0,38.0,54,54.0,0,1/38
Ireland VS Zimbabwe,ODI # 3627,AB de Villiers,6.0,Pakistan,0,43,1,7.16,15,7,0,1,0,43.0,36,36.0,0,1/43
Ireland VS Zimbabwe,ODI # 3627,Jean-Paul Duminy,3.0,Pakistan,0,34,0,11.33,5,1,3,2,0,0.0,18,0.0,0,0/34
Ireland VS Zimbabwe,ODI # 3627,Mohammad Irfan,8.0,South Africa,0,52,3,6.5,28,10,0,0,0,17.33,48,16.0,0,3/52
Ireland VS Zimbabwe,ODI # 3627,Sohail Khan,5.0,South Africa,0,36,1,7.2,18,6,0,4,0,36.0,30,30.0,0,1/36
Ireland VS Zimbabwe,ODI # 3627,Rahat Ali,8.0,South Africa,1,40,3,5.0,32,6,1,1,0,13.33,48,16.0,0,3/40
